filmtv_id;directors;genre;year;nb_comedy_real;nb_drama_real
86897;Houda Benyamina;1;2016;0;0
86909;Rick Famuyiwa;1;2016;2;0
86924;Claudio Fragasso;1;2016;1;4
86956;Kerstin Karlhuber;1;2016;0;0
111969;George Stevens;0;1934;0;0
112102;David Gordon Green;1;2017;4;5
112128;Paul Duddridge;1;2016;0;0
112128;Nigel Levy;1;2016;0;0
112142;Colin Trevorrow;1;2017;1;0
113300;Henry King;1;1925;0;2
113506;Ricky Tognazzi;1;2016;2;9
113519;Gianfranco Albano;1;2016;0;7
113526;Calin Peter Netzer;1;2017;0;1
113552;Damien Manivel;1;2016;0;0
113572;Dieter Berner;1;2016;0;0
114410;Christian Petzold;1;2000;0;0
114420;Claus RÃ¤fle;1;2017;0;0
114428;Esteban Crespo;1;2016;0;0
114605;Gustavo Ron;0;2016;0;0
114607;Edoardo Winspeare;0;2017;0;4
114757;Mijke de Jong;1;2016;0;0
114761;Lucas Belvaux;1;2017;3;3
114762;Sang-soo Hong;1;2016;2;8
114764;Kim Ki-duk;1;2016;0;17
114766;Kim Ji-woon;1;2016;3;1
114778;Todd Haynes;1;2017;0;6
114806;Ben Young;1;2016;0;0
115279;Giulio Morelli;1;1949;0;0
115496;Luca Guadagnino;1;2017;0;2
117135;Tyler MacIntyre;0;2015;0;0
117159;Guillaume Canet;0;2017;2;1
117167;Wash Westmoreland;1;2018;1;1
117275;Mimmo Cattarinich;1;1978;0;0
117289;Jeffrey Blitz;0;2017;1;0
117295;Arnaud Desplechin;1;2017;1;5
117296;Gakuryu Ishii;1;1995;0;0
117322;Rate Furlan;1;1950;0;0
117328;Fritz BÃ¶hm;1;2018;0;0
117332;Gilles Bourdos;1;2017;0;2
117357;Luca Miniero;0;2016;7;0
117359;Ferzan Ãzpetek;1;2017;3;7
117942;Paola Randi;0;2017;1;0
117943;Cosimo Gomez;0;2017;0;0
117965;Jim O'Hanlon;1;2016;0;0
117968;Paolo Franchi;1;2017;0;3
117970;Sebastiano Rizzo;1;2017;0;1
118029;Lionel Baier;1;2008;0;0
118623;Manetti Bros.;0;2017;2;3
118625;Marco Ponti;0;2016;5;0
118627;Maria Schrader;1;2016;0;0
118645;Christian Duguay;1;2017;0;5
118679;Volker SchlÃ¶ndorff;1;2017;0;10
118681;Alex Infascelli;1;2017;0;1
118827;Sergei Loznitsa;1;2017;0;2
118830;Sofia Coppola;1;2017;4;2
118840;James Huth;0;2016;2;0
119862;Harald Zwart;1;2017;4;0
119916;Claudio Sestieri;1;2017;0;3
120644;Roberto Sneider;0;2016;0;0
121154;Marie-Castille Mention-Schaar;1;2016;0;1
121211;Max Croci;0;2017;2;0
121212;William Boyd (II);1;1999;0;0
121217;Roan Johnson;0;2016;3;0
121245;Fabio Mollo;1;2017;0;1
121247;Max Croci;0;2016;1;0
121375;Giovanni Bognetti;0;2016;0;0
121377;Berardo Carboni;1;2018;0;1
121410;Edoardo Leo;0;2016;3;0
121466;Shunji Iwai;1;2016;0;3
122425;Aldo Baglio;0;2016;5;0
122425;Giovanni Storti;0;2016;5;0
122425;Giacomo Poretti;0;2016;2;0
122425;Morgan Bertacca;0;2016;2;0
122488;Michael Haneke;1;2017;0;10
122527;Tessa Bernardi;0;2016;0;0
122527;Alessio Nonfanti;0;2016;0;0
122527;Alessandro Paci;0;2016;2;0
122579;Gianfranco Quattrini;1;2014;0;0
122601;Roger Spottiswoode;0;2016;3;2
122607;Mark Waters;0;2016;7;0
122615;Carlo Vanzina;0;2016;48;3
122616;Sydney Sibilia;0;2017;1;0
122885;Antonio Pisu;0;2017;0;0
122887;Marc Webb;1;2017;1;0
122975;GastÃ³n Duprat;1;2016;0;2
122975;Mariano Cohn;1;2016;0;2
122987;Rajko Grlic;0;2016;0;0
123293;Solange Tonnini;0;2016;0;0
123293;Gianluca Mangiasciutti;0;2016;0;0
123293;Matteo Giancaspro;0;2016;0;0
123293;Cristian Iezzi;0;2016;0;0
123293;Chiara De Marchis;0;2016;0;0
123293;Giovanni Battista Origo;0;2016;0;0
123293;Francesco Dafano;0;2016;0;0
124301;Jan Hrebejk;0;2016;0;0
124700;Rolando Colla;1;2016;1;2
124703;Simona Izzo;0;2017;4;1
124713;Danny Boyle;1;2017;3;2
124939;JÃ©rÃ´me Reybaud;1;2016;0;0
124946;Alice Lowe;1;2016;0;0
124950;Kim Sung-Hoon;1;2016;0;0
124965;Ralitza Petrova;1;2016;0;0
124996;Massimo Franciosa;0;1965;2;1
125018;JoÃ£o Pedro Rodrigues;1;2016;0;2
125020;Jan P. Matuszynski;1;2016;0;0
125069;Andrew Haigh;0;2016;0;2
125111;Denzel Washington;1;2016;0;2
125131;Hana JuÅ¡ic;1;2016;0;0
125133;Amanda Kernell;1;2016;0;0
125149;Alan Gilsenan;1;2016;0;0
125154;Alex Lehmann;0;2016;0;0
125379;Xavier Dolan;1;2018;0;6
125381;Lav Diaz;1;2016;0;10
125382;Andrey Konchalovskiy;1;2016;2;11
125383;Christopher Murray (II);1;2016;0;0
125391;Michele Vannucci;1;2016;0;0
125393;Philippe Falardeau;1;2016;0;1
125400;Rama Burshtein;1;2016;0;1
125404;Kei Ishikawa;1;2016;0;0
125408;Deepak Rauniyar;1;2016;0;0
125418;Alessandro Aronadio;0;2016;0;1
125438;Daniel de la Vega;1;2016;0;0
125476;Gabe Klinger;1;2016;0;0
125549;Ben Cresciman;1;2015;0;0
125558;Noah Baumbach;0;2017;8;0
125561;Luca Magri;1;2016;0;0
126317;Volfango De Biasi;0;2016;3;1
126318;Marco Pontecorvo;1;2016;1;5
126385;Peter Monsaert;1;2016;0;0
126400;Yesim Ustaoglu;1;2016;0;1
127399;William Oldroyd;1;2016;0;0
127400;Fernando Guzzoni;1;2016;0;0
127401;Craig Johnson;0;2017;0;1
127434;Terrence Malick;1;2019;0;7
127435;Andrew Hyatt;1;2015;0;0
127460;Barry Jenkins;1;2016;0;0
127464;Sarah Adina Smith;1;2016;0;0
127467;Lorcan Finnegan;1;2016;0;0
127476;Stephen Chbosky;1;2017;0;1
127485;Marino Girolami;0;1962;11;0
127492;Mark Lamprell;0;2016;1;0
127526;Rachid Hami;1;2017;0;0
127529;Stephen Frears;1;2017;10;11
127534;David Leveaux;1;2016;0;0
127536;Adrian Sitaru;1;2016;0;0
127539;Adam Leon;0;2016;0;0
127540;Robin Swicord;1;2016;0;1
127546;Miwa Nishikawa;1;2016;0;0
127554;Lukas Valenta Rinner;1;2016;0;0
127561;Maysaloun Hamoud;1;2016;0;0
127566;Zhang Yang;1;2016;0;0
127578;Michael Carney;1;2017;0;0
127613;Giovanni Filippetto;1;2016;0;0
127613;Francesco MiccichÃ¨;1;2016;1;0
127615;Salvatore Allocca;0;2017;1;0
127646;Fausto Brizzi;0;2016;8;0
127648;Germano Maccioni;1;2017;0;0
127650;Anne Fontaine;1;2017;2;2
127656;Bruno Colella;0;2016;2;1
127657;Mauro John Capece;1;2016;0;0
127659;Yorgos Lanthimos;1;2017;1;3
127663;Rachel Lambert;1;2016;0;0
127669;Hope Dickson Leach;1;2016;0;0
127671;Selma Vilhunen;1;2016;0;0
127672;Wong Chun;1;2016;0;0
127704;Paolo VirzÃ¬;1;2017;11;1
127712;Florian Henckel von Donnersmarck;1;2018;0;1
127792;Lasse HallstrÃ¶m;0;2017;5;8
127830;Jean-Gabriel PÃ©riot;1;2016;0;0
127875;Bitto Albertini;0;1973;0;0
127946;Sion Sono;1;2016;2;7
127952;Salvo Ficarra;0;2017;4;0
127952;Valentino Picone;0;2017;4;0
127954;Massimiliano Bruno;0;2017;3;1
127956;Jean GrÃ©millon;1;1929;0;0
127957;Dave Alan Johnson;0;2014;0;0
127972;Marco Berger;0;2016;0;2
127972;MartÃ­n Farina;0;2016;0;0
127974;Ben A. Williams;1;2016;0;0
128006;Leonardo Di Costanzo;1;2017;0;1
128009;Alessandro Capone;0;1993;1;0
128074;Liam Gavin;1;2016;0;0
128087;Mattie Do;1;2016;0;0
128100;Sergio Castellitto;1;2017;2;3
128147;SebastiÃ¡n Borensztein;1;2016;1;0
128149;Martin Hodara;1;2017;0;0
128151;Santiago Mitre;1;2017;0;1
128155;Nick Jongerius;1;2016;0;0
128175;Gerald Rascionato;1;2016;0;0
128224;Sean Baker;1;2017;1;1
128226;Alessandro Capone;0;1993;1;0
128231;Kevin Meul;1;2016;0;0
128233;Ivan Silvestrini;1;2016;1;0
128235;Fabrizio Maria Cortese;0;2016;0;0
128245;Federico Marsicano;0;2016;0;0
128246;Jerry CalÃ ;0;2019;5;1
128307;Peter Foott;0;2016;0;0
128314;Eduardo Castro;1;2016;0;0
128373;Zhuangzhuang Tian;1;1986;0;0
128373;Peicheng Pan;1;1986;0;0
128419;A.D. Calvo;1;2016;0;0
128441;Terry Ingram;0;2014;0;3
128454;Joseph Kosinski;1;2017;0;0
128460;Karen di Porto;0;2016;0;0
128462;Yaniv Berman;1;2016;0;0
128470;Joel Calero;1;2016;0;0
128527;Sergio Colabona;0;2016;0;0
128577;ÃrpÃ¡d Sopsits;1;2016;0;0
128589;Frantisek VlÃ¡cil;1;1967;0;1
129112;Marco Tullio Giordana;1;2018;1;11
129134;Jason Reitman;0;2018;5;1
129138;Andrew Haigh;1;2017;1;2
129145;Samad Zarmandili;0;2018;0;0
129151;Kurt Voelker;0;2017;0;0
129219;Alessandro Capone;0;1993;1;0
129242;Alessandro Pondi;0;2017;0;0
129311;Abdellatif Kechiche;1;2017;0;4
129332;Ludovic Boukherma;0;2016;0;0
129332;Zoran Boukherma;0;2016;0;0
129332;Marielle Gautier;0;2016;0;0
129332;Hugo P. Thomas;0;2016;0;0
129334;Gavin Wiesen;0;2017;0;1
129361;Jay Karas;0;2016;0;0
129689;Alessandro D'Alatri;1;2017;4;3
129690;Annarita Zambrano;1;2017;0;0
129691;Alessandro Siani;0;2017;2;0
129692;Cosimo Terlizzi;1;2018;0;0
129700;Riccardo Milani;0;2017;4;5
129701;Pupi Avati;1;2018;14;17
129736;Garth Davis;1;2018;0;1
129738;Darren Aronofsky;1;2017;0;6
132844;Barry Levinson;1;2017;13;8
132852;Richard Gray;1;2016;0;0
132888;Giada Colagrande;1;2016;0;1
133720;Maccio Capatonda;0;2017;1;0
133753;Joe Wright;1;2017;0;3
133759;FranÃ§ois Ozon;1;2017;3;10
133763;Joseph Ruben;1;2017;0;3
133770;Luca Lucini;0;2016;4;0
133812;Sebastiano Riso;1;2017;0;1
133814;Giorgio Bruno;1;2016;0;0
133853;Cosimo Messeri;0;2017;0;0
133854;Stefano Incerti;0;2017;1;6
133856;Paolo Taviani;1;2017;1;16
133856;Vittorio Taviani;1;2017;1;16
133889;Nicolas Benamou;0;2016;1;0
133897;Philippe Lacheau;0;2017;2;0
133903;Claudio Costa;0;2016;0;0
133986;John Turturro;0;2019;3;1
133992;Robert GuÃ©diguian;1;2017;4;3
133998;Naomi Kawase;1;2017;0;3
134010;Alex de la Iglesia;0;2017;4;1
134012;Gerardo Olivares;1;2016;1;2
134014;Nicolas Silhol;1;2017;0;0
134030;Clio Barnard;1;2017;0;1
134036;Joachim Trier;1;2017;0;3
134038;Francesco Prisco;0;2018;0;1
134040;Guido Chiesa;0;2017;1;4
134045;Zack Whedon;1;2016;0;0
134049;Jonas Ãkerlund;1;2018;1;0
134135;Andrea Porporati;1;2016;0;6
134154;Simon Verhoeven;0;2016;1;0
134172;Soham Mehta;1;2016;0;0
134198;Higuchinsky;1;2000;0;0
134200;Mark Raso;1;2017;0;0
134201;Costanza Quatriglio;1;2018;1;0
135413;Luciano Manuzzi;1;2016;0;1
135440;Bille August;1;2017;0;7
135442;Steven Soderbergh;0;2017;8;6
135450;Destin Daniel Cretton;1;2017;0;1
135452;Sou Abadi;0;2017;0;0
135459;Janus Metz Pedersen;1;2017;0;0
135463;NoÃ©mie Saglio;0;2017;0;0
135471;Marti Noxon;1;2017;0;0
135486;SÃ©bastien Betbeder;0;2016;0;1
135492;Lorraine Levy;0;2017;0;1
135539;Fatih Akin;1;2017;1;6
135549;Manuel MartÃ­n Cuenca;0;2017;0;0
135551;Barbara Albert;1;2017;0;1
135560;Irisch Braschi;1;2016;0;0
135565;Qiwu Zang;1;2016;0;0
135569;Tamara Drakulic;1;2016;0;0
135575;Kenneth Branagh;1;2016;3;3
135578;Joyce Wong;0;2016;0;0
135713;Anu Aun;1;2016;0;0
135748;Terence Hill;1;2018;2;0
135755;Nicolas Boukhrief;1;2016;0;1
135771;Adolfo Arrieta;0;2016;0;2
135787;Andrea Pallaoro;1;2017;0;1
135789;Andrej Zvyagintsev;1;2017;0;4
136015;Edoardo Falcone;0;2017;1;0
136403;Vincenzo Alfieri;0;2017;0;0
136407;Rob Reiner;1;2017;11;2
136487;Adriano Giotti;1;2016;0;0
136511;Valerio Mieli;1;2018;0;1
136512;Antonio Albanese;0;2018;3;0
136516;Silvio Soldini;1;2017;4;5
136524;Ben Lewin;0;2017;0;1
136526;Anthony Maras;1;2018;0;0
136528;Roland JoffÃ©;1;2017;1;7
136548;Andy Serkis;1;2017;0;0
136586;Petra Biondina Volpe;0;2017;0;0
136595;Andrew Jay Cohen;0;2017;0;0
136597;Amanda Sthers;0;2017;0;0
136727;Deniz Gamze ErgÃ¼ven;1;2017;0;1
136729;Philippe Garrel;1;2017;0;11
136753;Thierry Klifa;1;2017;0;0
136757;Pablo Berger;0;2017;1;1
136759;Pierre Salvadori;0;2018;4;0
136763;Rebekah Fortune;1;2017;0;0
136787;Niels Arden Oplev;1;2017;0;1
136791;Steven Brill;0;2017;8;0
136793;AgnÃ©s Varda;1;1955;0;0
136795;Stella Meghie;1;2017;0;0
136801;Emmanuel Finkiel;1;2017;0;1
136821;George Clooney;0;2017;1;4
136869;Lucia Aniello;0;2017;0;0
136873;Andrew Fleming;0;2018;5;0
136905;Diego Olivares;1;2017;0;1
136919;David Lowery;1;2017;0;1
136946;Eliza Hittman;1;2017;0;1
136954;Alex Ross Perry;1;2017;1;2
136956;Brett Haley;1;2017;1;0
136958;Macon Blair;1;2017;0;0
136960;Matt Spicer;0;2017;0;0
136966;Geremy Jasper;1;2017;0;0
137020;Peter Jackson;0;1989;0;0
137022;Niall Johnson;1;2016;1;0
137024;Ernesto Contreras;1;2017;0;0
137026;Kirsten Tan;1;2017;0;0
137030;Nana Ekvtimishvili;1;2016;0;1
137030;Simon GroÃ;1;2016;0;0
137032;Francis Lee;1;2017;0;0
137044;Francesco Degli Espinosa;1;1975;0;0
137145;Aki KaurismÃ¤ki;1;2017;9;5
137155;Kogonada;1;2017;0;0
137165;Cory Finley;1;2017;0;0
137175;Miguel Arteta;0;2017;3;1
137177;Michael Showalter;0;2017;0;1
137179;Alethea Jones;0;2017;0;0
137185;Michael Almereyda;0;2017;1;2
137187;Dee Rees;1;2017;0;1
137189;Maya Forbes;0;2017;1;0
137189;Wallace Wolodarsky;0;2017;1;0
137193;Mark Palansky;1;2016;1;0
137205;Chris Baugh;1;2017;0;0
137211;Simone Godano;0;2017;0;0
137267;Flying Lotus;1;2017;0;0
137269;Jeff Baena;0;2017;2;0
137277;Rodrigo CortÃ©s;1;2018;1;0
137279;Doug Liman;1;2017;3;0
137311;Richard Loncraine;0;2017;3;5
137318;Ildiko Enyedi;1;2017;0;0
137322;Teresa Villaverde;1;2017;0;1
137323;Alain Gomis;1;2017;0;0
137324;Sally Potter;0;2017;0;3
137325;SebastiÃ¡n Lelio;1;2017;0;1
137329;Tim Hill;0;2020;4;0
137353;Xavier Legrand;1;2016;0;0
137359;Mark Columbus;0;2017;0;0
137359;Lauren Hoekstra;0;2017;0;0
137359;Sarah Kruchowski;0;2017;0;0
137359;Ryan Moody;0;2017;0;0
137359;Simon Savelyev;0;2017;0;0
137359;Vanita Shastry;0;2017;0;0
137359;Shadae Lamar Smith;0;2017;0;0
137359;Jeremy David White;0;2017;0;0
137359;Jonathan King;0;2017;0;0
137361;Adam Rifkin;1;2017;3;0
137395;Jonathan Levine;0;2017;3;0
137421;Lisa Addario;0;2018;0;0
137421;Joe Syracuse;0;2018;0;0
137435;Shinobu Yaguchi;0;2017;0;0
137445;Nadir MoknÃ¨che;1;2017;0;0
137511;David Bowers;0;2017;2;0
137513;Laura Luchetti;1;2018;2;0
137515;Francesca Comencini;0;2017;1;5
137517;Robin Campillo;1;2017;0;1
137529;Philippe de Chauveron;0;2017;1;0
137533;Paco Arango;0;2016;0;0
137630;Laurent Bouhnik;0;2007;0;0
137685;Roan Johnson;0;2017;4;0
137687;Ritesh Batra;1;2017;0;1
137691;Michael Mailer;1;2017;0;0
137716;Antonio Morabito;1;2018;0;2
137747;Giovanni Virgilio;1;2017;0;0
137797;Nicolas Bedos;1;2017;0;0
137811;Michael Tiddes;0;2017;3;0
137819;Roan Johnson;0;2017;4;0
137821;Azazel Jacobs;0;2017;1;0
137835;Fabio Meira;1;2017;0;0
137840;Simone Spada;0;2018;0;0
137999;Sang-soo Hong;1;2017;2;9
138000;Sabu (II);1;2017;0;0
138006;Sam Garbarski;1;2017;2;0
138053;Drake Doremus;1;2017;1;3
138058;Amma Asante;1;2018;0;2
138062;JosÃ© Padilha;1;2018;0;0
138121;Woody Harrelson;0;2017;0;0
138148;Adrian Goiginger;1;2017;0;0
138196;Carla SimÃ³n;1;2017;0;0
138256;AgustÃ­ Villaronga;1;2017;0;2
138260;Antonio Piazza;1;2017;0;1
138260;Fabio Grassadonia;1;2017;0;1
138265;Hafsteinn Gunnar SigurÃ°sson;1;2017;1;0
138271;Dario Germani;1;2017;0;0
138271;Enzo Russo;1;2017;0;0
138301;Henri Decoin;1;1947;0;0
138349;Kathryn Bigelow;1;2017;0;3
138462;Warwick Thornton;1;2017;0;0
138468;Laurent Cantet;1;2017;1;5
138470;Ruben Ãstlund;1;2017;1;3
138472;Xavier Giannoli;1;2018;2;2
138474;Thomas Lilti;0;2018;2;0
138476;Christian Carion;1;2017;1;2
138495;Laura Schroeder;1;2017;0;0
138503;Eduardo Casanova;1;2017;0;0
138511;Naoko Ogigami;1;2017;0;0
138513;Philippe Van Leeuw;1;2017;0;0
138514;Ferenc TÃ¶rÃ¶k;1;2017;0;0
138537;Rezo Gigineishvili;1;2017;0;0
138548;Dominique Farrugia;0;2017;1;0
138586;Eric Toledano;0;2017;4;0
138586;Olivier Nakache;0;2017;4;0
138594;ShÃ»ji Terayama;1;1974;0;0
138759;James Foley;1;2018;2;5
138760;Greta Gerwig;0;2017;0;0
138762;Elijah Bynum;1;2017;0;0
138770;Peter Mackie Burns;0;2017;0;0
138782;Paul Thomas Anderson;1;2017;2;4
138866;Ana Asensio;1;2017;0;0
138874;Samir Oliveros;0;2017;0;0
138936;Lance Daly;1;2018;0;1
138940;Joe Swanberg;0;2017;1;2
138943;Marco Tullio Giordana;1;2018;1;11
138948;Tom Edmunds;0;2018;0;0
138951;Fabio del Greco;1;2017;0;0
139021;Gustavo RondÃ³n CÃ³rdova;1;2017;0;0
139025;Jens Assur;1;2017;0;0
139153;Malcolm D. Lee;0;2017;7;0
139155;Elliott Lester;1;2017;0;1
139161;Susan Walter;0;2017;0;0
139169;Jia Zhang-ke;1;2018;0;9
139173;David Zellner;0;2018;0;2
139175;Dominic Savage;1;2017;0;0
139187;Niles Atallah;1;2017;0;0
139198;Francesco De Fraia;0;2016;0;0
139198;Raffaele Ferrante;0;2016;0;0
139198;Domenico Manfredi;0;2016;0;0
139294;Kevin Phillips;1;2017;0;0
139330;Nicolas Wackerbarth;1;2017;0;0
139336;Woody Allen;1;2017;41;6
139338;Dominic Cooke;1;2017;0;0
139339;Lucky McKee;1;2017;0;2
139363;Claire Denis;0;2017;0;8
139382;Bruno Oliviero;1;2017;0;1
139428;Lars von Trier;1;2018;1;11
139433;Neil Beloufa;1;2017;0;0
139446;Leif Tilden;1;2017;0;0
139458;Greg Zglinski;1;2017;0;0
139469;Jeremy Sims;1;2010;0;0
139483;Ron Shelton;0;2017;4;1
139497;Xavier Beauvois;1;2017;1;3
139499;StÃ©phane Robelin;0;2017;1;0
139501;Roman Polanski;1;2017;4;11
139503;John Curran;1;2017;0;2
139531;Silvia Luzi;1;2017;0;0
139531;Luca Bellino;1;2017;0;0
139538;Blandine Lenoir;0;2017;0;0
139540;Hany Abu-Assad;1;2017;0;2
139542;SebastiÃ¡n Lelio;1;2017;0;1
139545;Vincent Lobelle;0;2017;1;0
139545;SÃ©bastien Thiery;0;2017;0;0
139573;Armando Iannucci;0;2017;1;0
139575;Alejandro Landes;1;2019;1;0
139579;Kiyoshi Kurosawa;1;2017;0;6
139583;Alexandra LeclÃ¨re;0;2017;2;0
139585;Philippe Godeau;1;2019;0;1
139593;Peter Watkins;1;2000;0;3
139623;Wayne Blair;1;2017;0;0
139627;Eric Barbier;1;2017;0;0
139633;MÃ©lanie Laurent;1;2018;0;1
139646;John Carroll Lynch;1;2017;0;0
139651;Giuseppe Loconsole;0;2018;0;0
139678;Hannes Holm;1;2010;0;0
139687;Daniele Luchetti;1;2018;4;4
139689;James Cox;0;2013;0;1
139775;Hatem Khraiche;1;2017;0;0
139777;James Kent;1;2019;0;1
139779;Lynne Ramsay;1;2017;0;2
139781;Sang-soo Hong;1;2017;2;9
139785;Desiree Akhavan;1;2017;0;0
139796;Dito Montiel;0;2017;0;2
139806;Jamie M. Dagg;1;2017;0;0
139831;Julia Solomonoff;1;2016;0;0
139833;Rainer Sarnet;1;2017;0;0
139881;Kasra Farahani;1;2017;0;0
139897;Elina Psikou;1;2016;0;0
139899;Marc Webb;1;2017;1;0
140191;Frantisek VlÃ¡cil;1;1967;0;1
140240;Geoffrey Orthwein;1;2017;0;0
140240;Andrew Sullivan;1;2017;0;0
140273;Laura Laperrousaz;1;2017;0;0
140273;Clara Laperrousaz;1;2017;0;0
140277;Federico Moccia;0;2017;5;0
140283;Pablo Larrain;1;2006;0;0
140287;George C. Wolfe;1;2017;0;1
140317;Marco Pontecorvo;1;2016;1;5
140503;Matteo Botrugno;1;2017;0;1
140503;Daniele Coluccini;1;2017;0;1
140523;Luca Ronchi;1;1989;0;0
140731;Isabel Coixet;1;2017;1;5
140909;Tadeusz Konwicki;1;1958;0;0
140930;Ziad Doueiri;1;2017;0;1
140984;Roberto De Paolis;1;2017;0;0
141026;LÃ©a Mysius;1;2017;0;0
141029;Olivier Ayache-Vidal;0;2017;0;0
141032;Babak Jalali;1;2018;0;0
141035;KornÃ©l MundruczÃ³;1;2017;0;2
141037;Sang-soo Hong;1;2017;2;9
141039;Kaouther Ben Hania;1;2017;0;0
141040;Valeska Grisebach;1;2017;0;1
141043;LÃ©onor Serraille;1;2017;0;0
141045;Stephan Komandarev;1;2017;0;0
141046;Kantemir Balagov;1;2017;0;0
141054;Anahita Ghazvinizadeh;1;2017;0;0
141067;Han Han;0;2017;0;0
141085;Derek Tsang;1;2016;0;0
141112;Kenji Yamauchi;0;2016;0;0
141115;Eiji Uchida;0;2017;0;1
141117;Nobuhiro Yamashita;1;2016;1;0
141139;Chang;1;2016;0;0
141269;Bradley Cooper;1;2018;0;0
141271;Jonas Carpignano;1;2017;0;1
141273;Carine Tardieu;0;2017;0;0
141275;Sharunas Bartas;1;2017;0;4
141279;Rungano Nyoni;1;2017;0;0
141281;ChloÃ© Zhao;1;2017;0;1
141283;Vladimir de Fontenay;1;2017;0;0
141285;Mouly Surya;1;2017;0;0
141300;Hubert Charuel;1;2017;0;0
141301;Thierry de Peretti;1;2017;0;0
141306;Atsuko Hirayanagi;0;2017;0;0
141361;Hirokazu Koreeda;1;2017;1;7
141375;Antoine Blossier;1;2018;0;0
141402;Tony Gatlif;1;2017;0;5
141406;Michael Noer;1;2017;0;0
141514;Pelin Esmer;1;2017;0;1
141524;Chanya Button;1;2018;0;0
141526;Greg Berlanti;1;2018;2;0
141547;Laszlo Nemes;1;2018;0;1
141731;Joel Hopkins;1;2017;2;0
141733;Andrea Camerini;0;2012;0;0
141875;Jaime Rosales;1;2018;0;1
141881;Annemarie Jacir;1;2017;0;0
141891;Marie Garel Weiss;1;2017;0;0
141899;John Alexander;1;2008;0;0
141942;Ferzan Ãzpetek;1;2017;3;7
141944;Alessio Maria Federici;0;2017;4;0
141950;Kate Mulleavy;1;2017;0;0
141950;Laura Mulleavy;1;2017;0;0
141968;Alireza Khatami;1;2017;0;0
142020;Hallie Meyers-Shyer;0;2017;0;0
142027;Donato Carrisi;1;2017;0;0
142033;Andrea Segre;1;2017;0;2
142037;BjÃ¶rn Runge;1;2017;0;0
142043;Matan Yair;1;2017;0;0
142045;Joe Penna;1;2018;0;0
142047;Pawel Pawlikowski;1;2018;1;2
142049;CÃ©dric Kahn;1;2018;0;5
142155;Fred C. Newmeyer;0;1925;2;0
142155;Sam Taylor;0;1925;2;0
142168;Dany Boon;0;2018;4;0
142170;Yvan Attal;0;2017;2;1
142178;Catherine Corsini;1;2018;0;3
142205;A. Edward Sutherland;0;1940;1;0
142324;Corrado Nuzzo;0;2018;0;0
142324;Maria Di Biase;0;2018;0;0
142551;Felix Randau;1;2017;0;0
142553;Iram Haq;1;2017;0;1
142559;Wolfgang Fischer;1;2018;0;0
142569;Brian Welsh;1;2018;0;0
142571;Vivian Qu;1;2017;0;0
142590;Paul Schrader;1;2017;0;12
142605;Lisa BrÃ¼hlmann;1;2017;0;0
142619;F.J. Ossang;1;2017;0;0
142742;GaÃ«l Morel;1;2017;0;1
142758;Amichai Greenberg;1;2017;0;0
142815;Alessandro Gassmann;0;2017;0;1
142877;Fabio Fulco;0;2017;0;0
142913;Ernesto Daranas;1;2017;0;1
142920;Lenny Abrahamson;1;2018;3;2
143032;Jonathan Baker;1;2017;0;0
143033;Michela Andreozzi;0;2017;0;0
143034;Luca Miniero;0;2018;8;0
143089;Peter DeLuise;0;2015;0;0
143097;Felix Herngren;0;2016;1;0
143097;MÃ¥ns Herngren;0;2016;0;0
143110;Alain Chabat;0;2017;2;0
143114;Franck Dubosc;0;2018;0;0
143123;Andrea Magnani;1;2017;0;0
143126;Luciano Ligabue;1;2018;1;1
143127;Jon Lucas;0;2017;2;0
143127;Scott Moore;0;2017;2;0
143162;Yann Demange;1;2018;0;1
143164;Richard Linklater;1;2017;6;4
143183;Selton Mello;1;2017;0;1
143287;Richard Eyre;1;2017;1;5
143289;Carlo Vanzina;0;2017;50;3
143290;Nico Cirasola;1;2017;3;0
143336;Rhiannon Bannenberg;1;2017;0;0
143342;Stephen Herek;1;2016;7;1
143343;Sean Anders;0;2017;4;0
143386;Bruce Thierry Cheung;1;2017;0;0
143392;Whitney Cummings;0;2017;0;0
143403;Petersen Vargas;1;2016;0;0
143489;Karen Moncrieff;1;2017;0;3
143524;Giancarlo Fontana;0;2018;1;0
143524;Giuseppe G. Stasi;0;2018;1;0
143548;Casey Affleck;1;2019;0;0
143550;Robert Budreau;1;2018;0;0
143672;Boris Khlebnikov;1;2017;0;0
143684;Marco Ponti;0;2018;6;0
143745;Nicolai Fuglsig;1;2018;0;0
143829;Augusto Fornari;0;2017;0;0
143850;Jeff Tomsic;0;2018;0;0
143917;James Franco;1;2018;1;6
143923;Sydney Sibilia;0;2017;1;0
143925;Valerio Mastandrea;1;2018;0;0
143927;Francesco Ebbasta;0;2017;0;0
143954;Alessandro D'Alatri;1;2018;4;4
143964;Brie Larson;0;2017;0;0
144001;Julia Langhof;1;2017;0;0
144003;Lucio Gaudino;0;2015;1;1
144006;Scott Waugh;1;2017;0;0
144007;Francesca Archibugi;0;2017;3;7
144017;Paul Negoescu;0;2016;0;0
144027;Mathieu Turi;1;2017;0;0
144050;Massimo Ceccherini;0;1998;0;0
144050;Alessandro Paci;0;1998;0;0
144127;Ofir Raul Graizer;1;2017;0;0
144203;Samuel Jouy;1;2017;0;0
144299;Brian De Palma;0;1968;0;0
144327;Mariam Khatchvani;1;2017;0;0
